rec_id	drug	recommendation	variants	lookup_genes	component_count
7590060	piroxicam	Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.	"[""CYP2C9 2.0""]"	CYP2C9	1
7590061	piroxicam	Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.	"[""CYP2C9 1.5""]"	CYP2C9	1
7590062	piroxicam	Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (see CPIC THERAPEUTIC RECOMMENDATIONS FOR CELECOXIB, FLURBIPROFEN, LORNOXICAM, AND IBUPROFEN BASED ON CYP2C9 PHENOTYPE).	"[""CYP2C9 1.0""]"	CYP2C9	1
7590063	piroxicam	Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (see CPIC THERAPEUTIC RECOMMENDATIONS FOR CELECOXIB, FLURBIPROFEN, LORNOXICAM, AND IBUPROFEN BASED ON CYP2C9 PHENOTYPE).	"[""CYP2C9 0.5""]"	CYP2C9	1
7590064	piroxicam	Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (see CPIC THERAPEUTIC RECOMMENDATIONS FOR CELECOXIB, FLURBIPROFEN, LORNOXICAM, AND IBUPROFEN BASED ON CYP2C9 PHENOTYPE).	"[""CYP2C9 0.0""]"	CYP2C9	1
7590065	piroxicam	No recommendation	"[""CYP2C9 n/a""]"	CYP2C9	1
7590066	pitavastatin	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"[""SLCO1B1 Increased Function""]"	SLCO1B1	1
7590067	pitavastatin	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"[""SLCO1B1 Normal Function""]"	SLCO1B1	1
7590068	pitavastatin	Prescribe ≤ 2mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >1mg. If dose >2mg needed for desired efficacy, consider an alternative statin (see Figure 1 of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""SLCO1B1 Possible Decreased Function""]"	SLCO1B1	1
7590069	pitavastatin	Prescribe ≤ 2mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >1mg. If dose >2mg needed for desired efficacy, consider an alternative statin (see Figure 1 of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""SLCO1B1 Decreased Function""]"	SLCO1B1	1
7590070	pitavastatin	Prescribe ≤1mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. If dose >1mg needed for desired efficacy, consider an alternative statin (see Figure 1 of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy)(PMID: 30423391).	"[""SLCO1B1 Poor Function""]"	SLCO1B1	1
7590071	pitavastatin	No recommendation	"[""SLCO1B1 Indeterminate""]"	SLCO1B1	1
7590072	pravastatin	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"[""SLCO1B1 Increased Function""]"	SLCO1B1	1
7590073	pravastatin	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"[""SLCO1B1 Normal Function""]"	SLCO1B1	1
7590074	pravastatin	Prescribe desired starting dose and adjust doses of pravastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy with pravastatin especially with doses >40mg per day.	"[""SLCO1B1 Possible Decreased Function""]"	SLCO1B1	1
7590075	pravastatin	Prescribe desired starting dose and adjust doses of pravastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy with pravastatin especially with doses >40mg per day.	"[""SLCO1B1 Decreased Function""]"	SLCO1B1	1
7590076	pravastatin	Prescribe ≤40mg as a starting dose and adjust doses of pravastatin based on disease-specific guidelines. If patient is tolerating 40mg dose but higher potency is needed, a higher dose (>40mg) or an alternative statin (see Figure 1 of of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. pravastatin plus non-statin guideline directed medical therapy)(PMID: 30423391) could be considered. Prescriber should be aware of possible increased risk for myopathy especially with pravastatin doses >40mg.	"[""SLCO1B1 Poor Function""]"	SLCO1B1	1
7590077	pravastatin	No recommendation	"[""SLCO1B1 Indeterminate""]"	SLCO1B1	1
7590078	primaquine	No reason to avoid based on G6PD status	"[""G6PD Normal""]"	G6PD	1
7590079	primaquine	Avoid primaquine, except in the following cases where established expert consensus guidelines for the treatment of malaria should be followed: (1) Treating Plasmodium vivax or Plasmodium ovale malaria for radical cure of liver-stage infections: 0.75 mg/kg once weekly x8 weeks (WHO) or 45 mg once weekly x8 weeks (CDC) - with close monitoring for hemolysis; (2) Treating Plasmodium falciparum malaria by using primaquine single dose as a gametocytocide at 0.25 mg/kg (WHO) - without need for monitoring for hemolysis.	"[""G6PD Deficient""]"	G6PD	1
7590080	primaquine	Avoid primaquine	"[""G6PD Deficient with CNSHA""]"	G6PD	1
7590247	tramadol	Use tramadol label recommended age- or weight-specific dosing. If no response and opioid use is warranted, consider non-codeine opioid.	"[""CYP2D6 0.25""]"	CYP2D6	1
7590083	rosuvastatin	Prescribe ≤10mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >10mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Poor Function"", ""SLCO1B1 Decreased Function""]"	ABCG2|SLCO1B1	2
7590084	rosuvastatin	Prescribe ≤10mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >10mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Poor Function"", ""SLCO1B1 Possible Decreased Function""]"	ABCG2|SLCO1B1	2
7590085	rosuvastatin	Prescribe ≤10mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >10mg needed for desired efficacy, consider combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Poor Function"", ""SLCO1B1 Poor Function""]"	ABCG2|SLCO1B1	2
7590086	rosuvastatin	Prescribe ≤20mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose > 20mg needed for desired efficacy, consider combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Normal Function"", ""SLCO1B1 Poor Function""]"	ABCG2|SLCO1B1	2
7590087	rosuvastatin	Prescribe ≤20mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Poor Function"", ""SLCO1B1 Increased Function""]"	ABCG2|SLCO1B1	2
7590088	rosuvastatin	Prescribe ≤20mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Poor Function"", ""SLCO1B1 Normal Function""]"	ABCG2|SLCO1B1	2
7590089	rosuvastatin	Prescribe ≤20mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >20mg needed for desired efficacy, consider combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""ABCG2 Decreased Function"", ""SLCO1B1 Poor Function""]"	ABCG2|SLCO1B1	2
7590099	rosuvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses based on disease-specific guidelines. ABCG2 genotype result is not available.	"[""ABCG2 No Result"", ""SLCO1B1 Increased Function""]"	ABCG2|SLCO1B1	2
7590090	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"[""ABCG2 Decreased Function"", ""SLCO1B1 Increased Function""]"	ABCG2|SLCO1B1	2
7590091	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"[""ABCG2 Normal Function"", ""SLCO1B1 Increased Function""]"	ABCG2|SLCO1B1	2
7590092	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"[""ABCG2 Decreased Function"", ""SLCO1B1 Normal Function""]"	ABCG2|SLCO1B1	2
7590093	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"[""ABCG2 Normal Function"", ""SLCO1B1 Normal Function""]"	ABCG2|SLCO1B1	2
7590094	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	"[""ABCG2 Decreased Function"", ""SLCO1B1 Decreased Function""]"	ABCG2|SLCO1B1	2
7590095	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	"[""ABCG2 Decreased Function"", ""SLCO1B1 Possible Decreased Function""]"	ABCG2|SLCO1B1	2
7590096	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	"[""ABCG2 Normal Function"", ""SLCO1B1 Decreased Function""]"	ABCG2|SLCO1B1	2
7590097	rosuvastatin	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	"[""ABCG2 Normal Function"", ""SLCO1B1 Possible Decreased Function""]"	ABCG2|SLCO1B1	2
7590098	rosuvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg. ABCG2 genotype result is not available.	"[""ABCG2 No Result"", ""SLCO1B1 Decreased Function""]"	ABCG2|SLCO1B1	2
7590196	tamoxifen	Avoid moderate and strong CYP2D6 inhibitors. Initiate therapy with recommended standard of care dosing (tamoxifen 20 mg/day).	"[""CYP2D6 2.75""]"	CYP2D6	1
7590100	rosuvastatin	Based on ABCG2 status, prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific guidelines and specific population guidelines. SLCO1B1 phenotype could not be assigned based on genotyping.	"[""ABCG2 Decreased Function"", ""SLCO1B1 Indeterminate""]"	ABCG2|SLCO1B1	2
7590101	rosuvastatin	n/a	"[""ABCG2 No Result"", ""SLCO1B1 Indeterminate""]"	ABCG2|SLCO1B1	2
7590102	rosuvastatin	Based on ABCG2 status, prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. SLCO1B1 phenotype could not be assigned based on genotyping.	"[""ABCG2 Normal Function"", ""SLCO1B1 Indeterminate""]"	ABCG2|SLCO1B1	2
7590103	rosuvastatin	Based on ABCG2 status, prescribe ≤20mg as a starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., rosuvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 phenotype could not be assigned based on genotyping.	"[""ABCG2 Poor Function"", ""SLCO1B1 Indeterminate""]"	ABCG2|SLCO1B1	2
